,제목,작가,장르(태국),좋아요수,조회수,구독수,별점,회차,연재시작일(태국),마지막연재일(태국),국가,한국제목,한국작가명,회차(한국),별점(한국),관심수(한국),장르(한국),해시태그(한국),연재시작일(한국),마지막연재일(한국),완결여부,웹툰/시리즈구분,작가전작개수,OSMU여부,태국진출여부,연재기간(태국),연재기간(한국)
631,Bastard,Kimcarnby / Youngchan Hwang,스릴러,645978,31500000,386097,9.83,6,2016-03-13,2016-03-27,한국,후레자식,글 김칸비 그림 황영찬,97,9.97,639927,스릴러,"스릴러,성인웹툰,완결스릴러",2014-07-04,2016-05-13,True,웹툰,9,False,True,14,679.0
632,สนทนากับความตาย,ซินี / ฮยอนโน,드라마,45720,1800000,21464,9.63,6,2015-03-20,2015-04-24,한국,죽음에 관하여,글 시니 그림 혀노,34,9.98,440287,드라마,"드라마,감성드라마,완결드라마",2018-01-30,2018-09-04,True,웹툰,7,False,True,35,217.0
633,รังมฤตยู,คิมกยูซัม,스릴러,496280,32500000,203049,9.65,9,2014-12-23,2016-03-15,한국,하이브 1~2,글/그림 김규삼,100,9.92,704762,판타지,"판타지,아포칼립스,완결판타지",2014-01-20,2016-01-25,True,웹툰,19,False,True,448,735.0
634,BUSTER KEEL! อัศวินป่วนหมัดมังกร! [รายเล่ม],Kenshiro Sakamoto,액션,0,1579,166,7.75,1,2023-08-14,2023-08-14,일본,,,0,,0,,,,,,,0,False,True,0,
635,สาวน้อย180,นาอูวอน / เดลล่า,드라마,802314,17000000,271306,9.77,7,2020-05-19,2020-06-16,한국,소녀180,글 나우원 그림 델라,128,9.83,147039,드라마,"드라마,완결드라마",2020-03-11,2023-01-11,True,웹툰,2,False,True,28,1036.0
636,รักนี้ต้องปฏิวัติ,232,드라마,1900000,51800000,290047,9.71,7,2016-11-01,2016-11-15,한국,연애혁명,글/그림 232,442,9.94,2542741,드라마,"드라마,다정남,혐관로맨스,학원로맨스,하이틴,완결무료,완결드라마",2013-09-04,2023-04-26,True,웹툰,1,False,True,14,3521.0
637,วุ่นรัก (ว่าที่) ท่านเทพ,โกรี,로맨스,93543,1800000,57409,9.41,7,2021-11-21,2021-12-19,한국,남다른 신부름,글/그림 꼬리,86,9.57,25608,로맨스,"로맨스,완결로맨스",2021-01-11,2021-01-11,True,웹툰,1,False,True,28,0.0
638,จักรพรรดิเย็นชา ย้อนเวลาหารัก,ฮวายอง / ยงกึ,로맨스판타지,407871,9800000,192155,9.6,7,2021-04-19,2021-05-17,한국,그 황제폐하가 시곗바늘을 되돌린 사연 [독점],글 블루밍부케 출판사마담드디키,130,9.4,252,로판,로판,2020-01-13,2020-01-13,True,시리즈,7,False,True,28,0.0
639,ระยะหัวใจ ใกล้แค่30นาที,ลีอนโด,감성,1100000,17900000,178165,9.92,8,2019-10-21,2019-10-28,한국,걸어서 30분,글/그림 이온도,214,9.97,576074,로맨스,"로맨스,하이틴,학원로맨스,성장드라마,삼각관계,완결로맨스",2017-09-21,2021-12-30,True,웹툰,2,False,True,7,1561.0
640,ปาฏิหาริย์รักคืนทานาบาตะ,moegi,로맨스,53280,1000000,45724,9.59,3,2022-05-28,2022-05-28,일본,,,0,,0,,,,,,,0,False,True,0,
641,Love Exchange ความรักแลกเปลี่ยน,คุณนกฮูก,로맨스,1600000,61800000,692985,9.67,7,2016-02-06,2016-02-17,태국,,,0,,0,,,,,,,0,False,False,11,
642,666Apt. อพาร์ตเมนต์คุณผี,JRRH,공포,1500000,48000000,374626,9.71,12,2016-05-20,2016-06-21,태국,,,0,,0,,,,,,,0,False,False,32,
643,แกล้งหลอกหยอกรัก,ฮิกาชิมูระ อากิโกะ,로맨스,28462,475155,10053,8.69,5,2021-11-05,2021-11-19,일본,,,0,,0,,,,,,,0,False,True,14,
644,เทพเกรียน โรงเรียนมัธยม,ปาร์คยองเจ,액션,3300000,227100000,758060,9.71,34,2014-12-23,2015-02-27,한국,갓 오브 하이스쿨,글/그림 박용제,573,9.89,1340503,판타지,"판타지,이능력배틀물,먼치킨,완결판타지",2011-04-08,2022-11-03,True,웹툰,2,False,True,66,4227.0
645,ผู้ก่อการร้าย VS. REAWAKEN MAN,KOJINO / Han Dong-woo,액션,93919,2900000,88029,9.7,7,2021-06-09,2021-07-07,한국,테러대부활,글 한동우 그림 고진호,89,9.83,135072,액션,"액션,슈퍼스트링,다크히어로,완결액션",2020-12-26,2022-09-17,True,웹툰,5,False,True,28,630.0
646,God Master ขอโทษที...ผมมีพลังพระเจ้า,I Toon Studio Team,액션,31340,1200000,60974,4.16,3,2021-12-23,2021-12-23,태국,,,0,,0,,,,,,,0,False,False,0,
647,คืนนี้ขออยู่ด้วยนะ!,แฮบอน / ยูนานา,로맨스,79828,1600000,45355,9.45,7,2021-10-17,2021-11-14,한국,오늘 밤만 재워줘,글/그림 유나나 원작 해번,67,9.85,95394,로맨스,"로맨스,소설원작,완결로맨스",2020-11-21,2022-05-21,True,웹툰,2,False,True,28,546.0
648,สาบานเลย รักเธอมากนะให้ตาย,แคชาบัน / ชัมกเวมุล,로맨스,96319,2400000,84061,9.58,7,2021-10-13,2021-11-10,한국,진짜 정말 맹세코 좋아해,글 개차반 그림 잠괴물,65,9.84,77329,로맨스,"로맨스,완결로맨스",2020-10-01,2021-12-23,True,웹툰,2,False,True,28,448.0
649,ขอแบบนี้พี่ตบนะ!,VAVEE,판타지,43193,733749,25595,9.65,40,2022-04-23,2023-01-07,태국,,,0,,0,,,,,,,0,False,False,259,
650,MC College มหาลัยนี้มีแต่ตัวเอก!,Haydenhein,로맨스판타지,21050,423637,22957,8.54,3,2022-07-19,2022-07-19,태국,,,0,,0,,,,,,,0,False,False,0,
651,ลิ้นชักเวทมนตร์ของนีน่า,รังโต,판타지,145483,2400000,26389,9.35,25,2021-10-21,2022-01-06,한국,니나의 마법서랍,글/그림 랑또,111,9.96,150253,스릴러,"스릴러,완결스릴러",2021-05-17,2022-06-06,True,웹툰,9,False,True,77,385.0
652,ตู้หยอดเหรียญมรณะ,ยุนจองมิน,공포,899187,22000000,252695,9.69,8,2018-09-18,2018-10-23,한국,자판귀,글/그림 윤정민,205,9.86,222185,스릴러,"스릴러,최강자전,2017 최강자전,괴담,완결스릴러",2018-03-05,2022-02-07,True,웹툰,3,False,True,35,1435.0
653,ไลแลค 200%,อานียอง,로맨스,93839,1500000,33903,9.27,7,2020-10-12,2020-11-09,한국,라일락 200%,글/그림 아니영,88,9.87,118530,로맨스,"로맨스,아이돌연애,2019 지상최대공모전,연상연하,연예계,완결로맨스",2019-11-16,2021-07-17,True,웹툰,4,False,True,28,609.0
654,Another Me,Hatorik,일상,91538,1800000,60373,9.3,3,2021-08-21,2021-08-21,태국,,,0,,0,,,,,,,0,False,False,0,
655,Dahla ดาหลา,BEllBOINGSAKURA,공포,50140,1100000,28661,9.71,40,2021-04-25,2022-01-29,태국,,,0,,0,,,,,,,0,False,False,279,
656,ป๊ะป๋าสายรุก,โมณฌา,소설,30293,1400000,38542,9.4,2,2021-04-25,2022-01-29,태국,,,0,,0,,,,,,,0,False,False,279,
657,อย่ามาหลอกซะให้ยาก,aurum;) / yoyongSAN,로맨스,394806,8800000,185678,9.71,4,2020-11-04,2020-11-11,태국,,,0,,0,,,,,,,0,False,False,7,
658,กรงบาป,ชอนบอมชิก / Kimcarnby,스릴러,100481,2700000,44770,9.75,9,2021-06-28,2021-06-28,한국,돼지우리,글 김칸비 그림 천범식,68,9.88,166679,스릴러,"스릴러,완결스릴러",2019-03-02,2020-06-13,True,웹툰,10,False,True,0,469.0
659,แสงจันทร์สีฟ้า,Porto / ลีซึงจุน,공포,108170,2500000,69486,9.71,42,2020-06-20,2021-03-20,한국,오버더문,글 포르토 그림 이승준,43,9.95,81391,스릴러,"스릴러,서스펜스,완결무료,완결스릴러",2019-12-10,2020-09-29,True,웹툰,4,False,True,273,294.0
660,Freaking Romance...ให้ตายสิความรัก,Snailords,로맨스,1200000,48600000,540940,9.86,80,2019-05-17,2021-03-12,미국,,,0,,0,,,,,,,0,False,True,665,
661,BANGKOK LOFI,RAN / DJNY,액션,46918,1800000,73237,9.33,3,2021-03-02,2021-03-02,태국,,,0,,0,,,,,,,0,False,False,0,
662,เมื่อฉันหลงเข้าไปอยู่ในยุคสามก๊ก,"B. DALGUNG / อียูจอง, ซาบังพัทปัง",판타지,216630,6600000,151372,8.53,6,2019-07-08,2019-07-29,한국,유비님께 투자하겠어,글 B급달궁 그림 이유정,70,3.21,4801,판타지,"판타지,완결판타지",2020-11-15,2020-11-15,True,웹툰,6,False,True,21,0.0
663,เรื่องสยองสองบรรทัดครึ่ง,Narusha Dithabenjakul,공포,684714,55000000,368436,9.23,19,2015-08-29,2015-10-18,태국,,,0,,0,,,,,,,0,False,False,50,
664,ดงอสรพิษ,คิมอียอน,스릴러,172279,6900000,131607,9.46,6,2017-08-16,2017-09-06,한국,뱀이 앉은 자리,글/그림 김이연,61,9.96,117918,스릴러,"스릴러,완결스릴러",2017-04-22,2018-06-16,True,웹툰,3,False,True,21,420.0
665,ใหญ่กลางเล็ก,ฮัน,액션,157873,6600000,107296,9.65,7,2017-07-17,2017-08-14,한국,상중하,글/그림 한(恨),52,9.0,182340,액션,"액션,성인웹툰,완결액션",2015-09-16,2016-09-07,True,웹툰,7,False,True,28,357.0
666,Ghost's Wife,เซจอง,로맨스,1600000,41600000,522188,9.8,10,2018-03-24,2018-05-12,한국,귀각시,글/그림 세정,136,9.95,350179,로맨스,"로맨스,인외존재,삼각관계,완결로맨스",2016-06-17,2019-02-22,True,웹툰,2,False,True,49,980.0
667,ทำเนียบหนุ่มหล่อ,Mas Okis / S.M.S,개그,1600000,63600000,672017,9.74,101,2017-03-23,2018-03-29,인도네시아,,,0,,0,,,,,,,0,False,True,371,
668,นาทีนั้นที่ใต้น้ำ,bubu,로맨스,1100000,51000000,805223,9.81,3,2017-12-19,2017-12-19,중국,,,0,,0,,,,,,,0,False,True,0,
669,เวหามรณะ,อินวัน ยอน,스릴러,152162,9300000,104645,9.62,5,2014-11-22,2015-01-26,한국,심연의 하늘 시즌 1~3,글 윤인완 그림 김선희,54,8.74,277145,스릴러,"스릴러,슈퍼스트링,완결스릴러",2014-01-31,2015-09-18,True,웹툰,11,False,True,65,595.0
670,C.M.B. พิพิธภัณฑ์พิศวง [รายเล่ม],Motohiro Katou,드라마,0,602,68,8.2,1,2023-08-14,2023-08-14,일본,,,0,,0,,,,,,,0,False,True,0,
671,CANDY & CIGARETTES เฒ่าสารพัดพิษกับอีหนูปืนโหด [รายเล่ม],Tomonori Inoue,액션,0,825,83,7.75,1,2023-08-14,2023-08-14,일본,,,0,,0,,,,,,,0,False,True,0,
672,สามีเก่าพราวเสน่ห์,Ki moong / YeoBack,로맨스,128900,3800000,96334,9.14,7,2021-07-26,2021-08-23,한국,아찔한 전남편,글 마풍각 그림 여백 원작 별규,101,9.9,103671,로맨스,"로맨스,전남친,재회,연예계,선결혼후연애,소설원작,완결로맨스",2021-04-15,2023-03-16,True,웹툰,3,False,True,28,700.0
673,ทางเลือกหยุดวันสิ้นโลก,TEN,판타지,53523,1100000,45849,9.25,7,2022-04-15,2022-05-13,한국,멸망X초이스,글/그림 텐,58,9.79,23612,판타지,"판타지,완결판타지",2021-05-12,2022-06-08,True,웹툰,2,False,True,28,392.0
674,Love Collector สะสมรัก สะกดใจเธอ,S.Srisomrux,LGBTQ+ / Y,32883,573760,22584,9.49,3,2022-10-23,2022-10-23,태국,,,0,,0,,,,,,,0,False,False,0,
675,คนธรรมดา ๆ อย่างอีเซกเย,Chogori,로맨스,65477,1400000,59676,9.39,55,2022-04-26,2023-04-25,한국,,,0,,0,,,,,,,0,False,True,364,
676,Zombie Fight,ลีชอนยอก,액션,179695,5100000,85515,9.81,8,2021-07-12,2021-08-16,한국,좀비 파이트,글/그림 이저녁,90,9.93,122199,액션,"액션,격투기,완결액션",2021-03-19,2022-11-25,True,웹툰,3,False,True,35,616.0
677,โรงเรียนนี้ ห้ามมีรัก,นายอง / ลีฮวาจู,로맨스,57784,1200000,47121,9.01,3,2021-10-27,2021-10-27,한국,교내 연애 금지,글 나영 그림 이화주,74,9.5,22,순정,순정,2021-04-08,2022-06-16,True,시리즈,3,False,True,0,434.0
678,หนุ่มก้นเด้งสุดฮิป,Henie,드라마,234708,3900000,76311,9.77,7,2021-06-30,2021-08-11,한국,힙한남자,글/그림 혜니,90,9.62,318143,로맨스,"로맨스,로맨스코미디,직업드라마,인플루언서,완결로맨스",2020-11-06,2022-09-09,True,웹툰,5,False,True,42,672.0
679,เมื่อฉันได้เป็นครูของเจ้าชายโลกเทา,แชยูฮวา / Dusch,로맨스판타지,363147,8900000,172704,8.93,3,2021-06-03,2021-06-03,한국,폭군의 가정교사가 되겠습니다,글 채유화 출판사CL프로덕션,143,9.0,0,로판,로판,2022-03-15,2022-03-15,True,시리즈,2,False,True,0,0.0
680,Her Bucket List,ฮวังยาง / โซบ,드라마,36824,574625,21737,9.52,6,2021-11-17,2021-12-08,한국,그녀의 버킷리스트,글 황양 그림 솦,58,9.87,73719,드라마,"드라마,드라마&영화 원작웹툰,완결드라마",2019-09-21,2020-10-24,True,웹툰,2,True,True,21,399.0
681,ครูใหญ่ผู้หิวแสง,jwawind,개그,56096,1000000,31043,9.62,9,2021-12-15,2022-01-26,한국,관종교장,글/그림 좌승훈,49,9.89,47076,개그,"개그,인플루언서,머니게임,완결개그",2021-06-29,2022-05-31,True,웹툰,1,False,True,42,336.0
682,หมู่บ้านมันฝรั่ง,พัคจีดก,개그,82386,1900000,38632,8.98,7,2021-07-02,2021-08-13,한국,감자마을,글/그림 박지독,69,9.81,137270,개그,"개그,4차원,음식&요리,완결개그",2020-12-17,2022-03-31,True,웹툰,3,False,True,42,469.0
683,Marry Me ถ้าให้ดีมาแต่งงานกัน,Miku Yuki,로맨스,521576,9700000,126861,9.87,8,2020-03-16,2020-04-20,일본,,,0,,0,,,,,,,0,False,True,35,
684,วาร์ปรักเสิร์ฟใจคุณนักเขียน,ทู่เกอเชาเปากู่ / ป๋ายสยง,로맨스,279147,5800000,127166,9.74,81,2020-12-23,2022-06-22,중국,,,0,,0,,,,,,,0,False,True,546,
685,7 จอมมาร,doublebee,로맨스판타지,272198,5300000,101709,9.78,3,2020-11-12,2020-11-12,태국,,,0,,0,,,,,,,0,False,False,0,
686,สัญญาเดทกับซาตาน,ชางจิน / อุมบี,로맨스,549843,12000000,229222,9.76,7,2020-01-19,2020-02-16,한국,악마와 계약연애,글 장진 그림 움비,121,9.94,361733,로맨스,"로맨스,계약연애,인외존재,완결로맨스",2018-04-30,2020-11-16,True,웹툰,1,False,True,28,931.0
687,SAMADHI,ลีวอนชิก / กุลชาน,판타지,101241,2700000,84603,9.41,5,2021-08-22,2021-09-05,한국,삼매경,글 이원식 그림 꿀찬,38,8.56,115552,액션,"액션,완결액션",2021-04-04,2021-12-19,True,웹툰,2,False,True,14,259.0
688,DICE ลูกเต๋าเปลี่ยน ชีวิต,ฮยอนซอก ยุน,판타지,1400000,73100000,488431,9.6,388,2015-04-03,2022-04-22,한국,다이스(DICE),글/그림 윤현석,393,9.36,612698,판타지,"판타지,완결판타지",2013-05-18,2021-07-24,True,웹툰,1,False,True,2576,2989.0
689,เรื่องเล่าของพี่สาวที่ออฟฟิศ,วาซักบาซัก / คิมจาเน,로맨스,136595,3600000,84084,9.64,7,2021-01-07,2021-02-04,한국,오피스 누나 이야기,글 김자네 그림 와삭바삭 원작 팔메이로,65,9.6,153939,로맨스,"로맨스,2030연애,레드아이스 스튜디오,오피스로맨스,소설원작,완결로맨스",2020-09-28,2021-12-13,True,웹툰,1,False,True,28,441.0
690,เกลียดนักต้องมารักคนอย่างเธอ,Egg Burge / bless,로맨스,160702,4600000,122711,9.37,5,2020-11-17,2020-12-01,중국,,,0,,0,,,,,,,0,False,True,14,
691,คู่รักหวานซ่อนเปรี้ยว,จังกรีน / โฟลว์บี,로맨스,520110,10600000,152067,9.86,9,2020-10-31,2020-12-12,한국,달콤살벌한 부부,글/그림 장그린 원작 플라비,73,9.93,418517,로맨스,"로맨스,계약연애,소설원작,완결로맨스",2020-09-14,2022-01-31,True,웹툰,3,False,True,42,504.0
692,BEST FRIEND,Reki麗希 Ft.MegaLATEO,드라마,112827,2300000,60469,8.7,3,2021-05-12,2021-05-12,태국,,,0,,0,,,,,,,0,False,False,0,
693,วันดวงโคตรเฮง,Aporia,스릴러,33475,932294,21339,8.67,7,2021-08-10,2021-09-07,한국,운수 오진 날,글/그림 아포리아,25,9.69,72150,스릴러,"스릴러,성인웹툰,완결스릴러",2020-05-09,2020-10-24,True,웹툰,2,False,True,28,168.0
694,รุ่นพี่ ลิปนี้อย่าทาเลยครับ,Cafelatte / JINHA,로맨스,119110,3300000,91936,9.37,5,2021-01-15,2021-02-12,한국,"선배, 그 립스틱 바르지 마요",글 까페라떼 그림 JINHA 원작 엘리즈,50,9.78,113917,로맨스,"로맨스,드라마&영화 원작웹툰,연상연하,소설원작,완결로맨스",2021-01-03,2021-12-12,True,웹툰,1,True,True,28,343.0
695,My Deepest Secret ปมลับซ่อนลึก,ฮันซ่า,드라마,492177,9900000,152561,9.8,102,2019-09-19,2022-01-06,미국,,,0,,0,,,,,,,0,False,True,840,
696,RAIN วันที่ฝนเผาใจ,Queen B / Mungonfly,로맨스,141995,2600000,73661,9.53,3,2020-12-28,2020-12-29,태국,,,0,,0,,,,,,,0,False,False,1,
697,The invisible boy next to me,มุกดอง,소설,1656,78557,6599,9.21,1,2020-12-28,2020-12-29,태국,,,0,,0,,,,,,,0,False,False,1,
698,ละอองแสง,YYuY,액션,47466,1000000,34788,9.6,3,2020-10-21,2020-10-21,태국,,,0,,0,,,,,,,0,False,False,0,
699,ภารกิจรัก ปลดคำสาปร้าย,หมีเผือก,드라마,697689,16200000,231741,9.77,5,2019-01-29,2019-02-12,태국,,,0,,0,,,,,,,0,False,False,14,
700,X'MAS RUN,Japonism,액션,57246,1700000,58335,9.67,3,2020-12-17,2020-12-18,태국,,,0,,0,,,,,,,0,False,False,1,
701,Her? ปริศนา(ญ)สาวมรณะ,Pierre,스릴러,69981,1500000,53025,9.28,4,2020-03-22,2020-03-29,태국,,,0,,0,,,,,,,0,False,False,7,
702,เจตนาฆ่า,คิลยอน,스릴러,32993,661322,22783,8.78,4,2020-09-18,2020-09-25,한국,살의,글/그림 길연,53,9.37,11770,스릴러,"스릴러,완결스릴러",2020-07-13,2020-07-13,True,웹툰,1,False,True,7,0.0
703,หนีตายนรก 3/1,Yutapoom Tungsirisumrit,스릴러,173546,4800000,81711,9.71,42,2019-10-31,2020-07-30,태국,,,0,,0,,,,,,,0,False,False,273,
704,Listen to me,แมวอ้วนถลาลม,감성,474418,11700000,254298,9.74,5,2019-04-07,2019-04-21,태국,,,0,,0,,,,,,,0,False,False,14,
705,โอปป้าของฉันคือไอดอล,ซองอึน,로맨스,1300000,47300000,595651,9.79,7,2017-11-24,2017-12-22,한국,우리 오빠는 아이돌,글/그림 성은,128,9.86,357621,로맨스,"로맨스,아이돌,연예계,완결로맨스",2017-09-08,2020-02-21,True,웹툰,3,False,True,28,896.0
706,ทางของฉัน ฝันของเธอ,ส้มฉุน,드라마,676922,18800000,255824,9.63,5,2018-05-17,2018-05-31,태국,,,0,,0,,,,,,,0,False,False,14,
707,Exchange Girl วุ่นรักสลับวิญญาณ,Haohow,드라마,1100000,38200000,504601,9.81,15,2018-06-18,2018-08-09,중국,,,0,,0,,,,,,,0,False,True,52,
708,ฮารุของฮานะ,ซอกอู,로맨스,744855,19800000,278131,9.82,4,2017-06-04,2017-06-11,한국,하나의 하루,글/그림 석우,113,9.96,201685,로맨스,"로맨스,완결로맨스",2017-04-05,2019-07-24,True,웹툰,6,False,True,7,840.0
709,ฉันนี่แหละสุดยอดซอมบี้,NEOYUYU,액션,802858,37300000,295831,9.8,12,2015-01-12,2015-03-30,태국,,,0,,0,,,,,,,0,False,False,77,
710,น้องมะพร้าว จอมเปิ่น,เกาลัด,감성,1800000,63900000,484998,9.68,209,2015-01-21,2018-04-08,태국,,,0,,0,,,,,,,0,False,False,1173,
711,นายหัวยุ่งกับเต้าหู้ แมวจอมป่วน,เกาลัด / ริ ง โ ง ะ,개그,1200000,53500000,606530,9.75,145,2016-02-13,2018-01-17,태국,,,0,,0,,,,,,,0,False,False,704,
712,ผู้พิทักษ์,คิมแทคยอง,드라마,668248,17100000,190728,9.7,9,2017-07-16,2017-08-27,한국,결계녀,글/그림 김태경,178,9.66,259703,로맨스,"로맨스,완결로맨스",2015-12-03,2019-05-09,True,웹툰,2,False,True,42,1253.0
713,Superstar,คิมแจฮัน,드라마,576114,20200000,279341,9.71,6,2017-06-03,2017-06-24,한국,알게뭐야,글/그림 김재한,101,9.91,337562,드라마,"드라마,음악,완결드라마",2013-04-01,2015-04-27,True,웹툰,6,False,True,21,756.0
714,วันสงบสุขของลิ้นกับฟัน,GIMS,개그,405214,9100000,167947,9.77,2,2017-03-22,2017-03-22,한국,오늘도 형제는 평화롭다,글/그림 GIMS,51,9.95,190762,개그,"개그,드라마&영화 원작웹툰,완결개그",2017-02-18,2017-08-12,True,웹툰,2,True,True,0,175.0
715,ปาฏิหาริย์แห่งกาลเวลา,WakeR,드라마,1300000,62300000,859847,9.72,6,2016-12-12,2017-01-02,태국,,,0,,0,,,,,,,0,False,False,21,
716,BABY STEPS [รายเล่ม],Hikaru Katsuki,드라마,0,2214,176,7.0,1,2023-08-11,2023-08-11,일본,,,0,,0,,,,,,,0,False,True,0,
717,สยาม..ตามท้องเรื่อง,CHAI YEARN,일상,3600000,83800000,365595,9.75,962,2017-04-27,2023-07-28,태국,,,0,,0,,,,,,,0,False,False,2283,
718,Savior,Jo9 / Junqi,드라마,52418,1200000,46358,9.19,7,2022-02-27,2022-03-27,한국,구주,글 준치 그림 조9,71,9.82,45161,드라마,"드라마,고자극로맨스,뱀파이어,완결드라마",2021-06-01,2022-09-20,True,웹툰,1,False,True,28,476.0
719,Girl meets Gay แฟนฉันคือแฟนใหม่ของแฟนเก่า,AnanTanDart,로맨스,27785,654612,26916,6.59,3,2022-12-01,2022-12-01,태국,,,0,,0,,,,,,,0,False,False,0,
720,ชมรมไถ่บาป,FAD*,판타지,347205,7400000,110051,9.85,3,2021-02-05,2021-02-05,태국,,,0,,0,,,,,,,0,False,False,0,
721,เธอชื่อ ยุนฮี,Byungsu,로맨스,17090,640925,16813,7.8,3,2022-07-21,2022-07-21,한국,,,0,,0,,,,,,,0,False,True,0,
